Province,Centre,Total
P.E.I./Î.-P.-É.,Charlottetown,12
P.E.I./Î.-P.-É.,Charlottetown,524
P.E.I./Î.-P.-É.,Charlottetown,58
P.E.I./Î.-P.-É.,Charlottetown,125
P.E.I./Î.-P.-É.,Charlottetown,876
P.E.I./Î.-P.-É.,Summerside,2
P.E.I./Î.-P.-É.,Summerside,--
P.E.I./Î.-P.-É.,Summerside,6
P.E.I./Î.-P.-É.,Summerside,243
P.E.I./Î.-P.-É.,Summerside,7
P.E.I./Î.-P.-É.,Summerside,258
P.E.I./Î.-P.-É.,Total,"1,134"
N.S./N.-É.,Halifax,"2,950"
N.S./N.-É.,Halifax,"2,950"
N.S./N.-É.,Cape Breton,164
N.S./N.-É.,Cape Breton,164
N.S./N.-É.,Chester MD,34
N.S./N.-É.,Chester MD,34
N.S./N.-É.,East Hants MD,154
N.S./N.-É.,East Hants MD,154
N.S./N.-É.,"Kings, Subd. A SC",138
N.S./N.-É.,"Kings, Subd. A SC",138
N.S./N.-É.,Lunenburg MD,155
N.S./N.-É.,Lunenburg MD,155
N.S./N.-É.,Queens RGM,42
N.S./N.-É.,Queens RGM,42
N.S./N.-É.,West Hants MD,105
N.S./N.-É.,West Hants MD,105
N.S./N.-É.,Kentville,31
N.S./N.-É.,Kentville,87
N.S./N.-É.,Kentville,57
N.S./N.-É.,Kentville,175
N.S./N.-É.,New Glasgow,19
N.S./N.-É.,New Glasgow,1
N.S./N.-É.,New Glasgow,2
N.S./N.-É.,New Glasgow,31
N.S./N.-É.,New Glasgow,29
N.S./N.-É.,New Glasgow,--
N.S./N.-É.,New Glasgow,82
N.S./N.-É.,Truro,37
N.S./N.-É.,Truro,23
N.S./N.-É.,Truro,107
N.S./N.-É.,Truro,167
N.S./N.-É.,Total,"4,166"
N.B./N.-B.,Moncton,--
N.B./N.-B.,Moncton,4
N.B./N.-B.,Moncton,2
N.B./N.-B.,Moncton,17
N.B./N.-B.,Moncton,109
N.B./N.-B.,Moncton,--
N.B./N.-B.,Moncton,1
N.B./N.-B.,Moncton,1
N.B./N.-B.,Moncton,21
N.B./N.-B.,Moncton,61
N.B./N.-B.,Moncton,491
N.B./N.-B.,Moncton,7
N.B./N.-B.,Moncton,317
N.B./N.-B.,Moncton,3
N.B./N.-B.,Moncton,"1,034"
N.B./N.-B.,Saint John,4
N.B./N.-B.,Saint John,--
N.B./N.-B.,Saint John,13
N.B./N.-B.,Saint John,78
N.B./N.-B.,Saint John,4
N.B./N.-B.,Saint John,5
N.B./N.-B.,Saint John,1
N.B./N.-B.,Saint John,3
N.B./N.-B.,Saint John,12
N.B./N.-B.,Saint John,48
N.B./N.-B.,Saint John,1
N.B./N.-B.,Saint John,4
N.B./N.-B.,Saint John,14
N.B./N.-B.,Saint John,12
N.B./N.-B.,Saint John,7
N.B./N.-B.,Saint John,6
N.B./N.-B.,Saint John,7
N.B./N.-B.,Saint John,91
N.B./N.-B.,Saint John,310
N.B./N.-B.,Fredericton,--
N.B./N.-B.,Fredericton,1
N.B./N.-B.,Fredericton,50
N.B./N.-B.,Fredericton,5
N.B./N.-B.,Fredericton,15
N.B./N.-B.,Fredericton,8
N.B./N.-B.,Fredericton,5
N.B./N.-B.,Fredericton,1
N.B./N.-B.,Fredericton,19
N.B./N.-B.,Fredericton,--
N.B./N.-B.,Fredericton,5
N.B./N.-B.,Fredericton,12
N.B./N.-B.,Fredericton,--
N.B./N.-B.,Fredericton,29
N.B./N.-B.,Fredericton,365
N.B./N.-B.,Fredericton,515
N.B./N.-B.,Tracadie MRM,18
N.B./N.-B.,Tracadie MRM,18
N.B./N.-B.,Bathurst,6
N.B./N.-B.,Bathurst,7
N.B./N.-B.,Bathurst,12
N.B./N.-B.,Bathurst,2
N.B./N.-B.,Bathurst,4
N.B./N.-B.,Bathurst,15
N.B./N.-B.,Bathurst,7
N.B./N.-B.,Bathurst,53
N.B./N.-B.,Campbellton,4
N.B./N.-B.,Campbellton,2
N.B./N.-B.,Campbellton,3
N.B./N.-B.,Campbellton,4
N.B./N.-B.,Campbellton,1
N.B./N.-B.,Campbellton,14
N.B./N.-B.,Edmundston,--
N.B./N.-B.,Edmundston,2
N.B./N.-B.,Edmundston,--
N.B./N.-B.,Edmundston,2
N.B./N.-B.,Edmundston,3
N.B./N.-B.,Edmundston,19
N.B./N.-B.,Edmundston,2
N.B./N.-B.,Edmundston,28
N.B./N.-B.,Miramichi,2
N.B./N.-B.,Miramichi,--
N.B./N.-B.,Miramichi,--
N.B./N.-B.,Miramichi,1
N.B./N.-B.,Miramichi,--
N.B./N.-B.,Miramichi,2
N.B./N.-B.,Miramichi,--
N.B./N.-B.,Miramichi,30
N.B./N.-B.,Miramichi,35
N.B./N.-B.,Total,"2,007"
Que/Qc,Saguenay,506
Que/Qc,Saguenay,10
Que/Qc,Saguenay,4
Que/Qc,Saguenay,8
Que/Qc,Saguenay,46
Que/Qc,Saguenay,26
Que/Qc,Saguenay,3
Que/Qc,Saguenay,4
Que/Qc,Saguenay,3
Que/Qc,Saguenay,610
Que/Qc,Montréal,250
Que/Qc,Montréal,58
Que/Qc,Montréal,14
Que/Qc,Montréal,532
Que/Qc,Montréal,33
Que/Qc,Montréal,178
Que/Qc,Montréal,97
Que/Qc,Montréal,39
Que/Qc,Montréal,28
Que/Qc,Montréal,110
Que/Qc,Montréal,114
Que/Qc,Montréal,122
Que/Qc,Montréal,"1,313"
Que/Qc,Montréal,142
Que/Qc,Montréal,13
Que/Qc,Montréal,46
Que/Qc,Montréal,"1,685"
Que/Qc,Montréal,128
Que/Qc,Montréal,94
Que/Qc,Montréal,56
Que/Qc,Montréal,1
Que/Qc,Montréal,62
Que/Qc,Montréal,205
Que/Qc,Montréal,3
Que/Qc,Montréal,137
Que/Qc,Montréal,22
Que/Qc,Montréal,410
Que/Qc,Montréal,587
Que/Qc,Montréal,623
Que/Qc,Montréal,"1,747"
Que/Qc,Montréal,123
Que/Qc,Montréal,"7,219"
Que/Qc,Montréal,5
Que/Qc,Montréal,--
Que/Qc,Montréal,239
Que/Qc,Montréal,2
Que/Qc,Montréal,2
Que/Qc,Montréal,22
Que/Qc,Montréal,--
Que/Qc,Montréal,322
Que/Qc,Montréal,3
Que/Qc,Montréal,11
Que/Qc,Montréal,1
Que/Qc,Montréal,55
Que/Qc,Montréal,4
Que/Qc,Montréal,2
Que/Qc,Montréal,8
Que/Qc,Montréal,154
Que/Qc,Montréal,83
Que/Qc,Montréal,285
Que/Qc,Montréal,111
Que/Qc,Montréal,71
Que/Qc,Montréal,401
Que/Qc,Montréal,4
Que/Qc,Montréal,168
Que/Qc,Montréal,257
Que/Qc,Montréal,10
Que/Qc,Montréal,177
Que/Qc,Montréal,78
Que/Qc,Montréal,114
Que/Qc,Montréal,73
Que/Qc,Montréal,20
Que/Qc,Montréal,17
Que/Qc,Montréal,23
Que/Qc,Montréal,51
Que/Qc,Montréal,65
Que/Qc,Montréal,--
Que/Qc,Montréal,462
Que/Qc,Montréal,6
Que/Qc,Montréal,3
Que/Qc,Montréal,75
Que/Qc,Montréal,116
Que/Qc,Montréal,168
Que/Qc,Montréal,72
Que/Qc,Montréal,253
Que/Qc,Montréal,1
Que/Qc,Montréal,49
Que/Qc,Montréal,34
Que/Qc,Montréal,5
Que/Qc,Montréal,284
Que/Qc,Montréal,127
Que/Qc,Montréal,321
Que/Qc,Montréal,37
Que/Qc,Montréal,4
Que/Qc,Montréal,81
Que/Qc,Montréal,116
Que/Qc,Montréal,806
Que/Qc,Montréal,163
Que/Qc,Montréal,941
Que/Qc,Montréal,69
Que/Qc,Montréal,"23,222"
Que/Qc,Gatineau,13
Que/Qc,Gatineau,1
Que/Qc,Gatineau,4
Que/Qc,Gatineau,2
Que/Qc,Gatineau,--
Que/Qc,Gatineau,5
Que/Qc,Gatineau,"2,201"
Que/Qc,Gatineau,65
Que/Qc,Gatineau,10
Que/Qc,Gatineau,140
Que/Qc,Gatineau,99
Que/Qc,Gatineau,238
Que/Qc,Gatineau,19
Que/Qc,Gatineau,50
Que/Qc,Gatineau,5
Que/Qc,Gatineau,"2,852"
Que/Qc,Québec,31
Que/Qc,Québec,24
Que/Qc,Québec,4
Que/Qc,Québec,--
Que/Qc,Québec,8
Que/Qc,Québec,3
Que/Qc,Québec,4
Que/Qc,Québec,3
Que/Qc,Québec,62
Que/Qc,Québec,26
Que/Qc,Québec,118
Que/Qc,Québec,79
Que/Qc,Québec,41
Que/Qc,Québec,--
Que/Qc,Québec,75
Que/Qc,Québec,12
Que/Qc,Québec,2
Que/Qc,Québec,99
Que/Qc,Québec,49
Que/Qc,Québec,97
Que/Qc,Québec,--
Que/Qc,Québec,"4,295"
Que/Qc,Québec,13
Que/Qc,Québec,396
Que/Qc,Québec,"1,517"
Que/Qc,Québec,21
Que/Qc,Québec,14
Que/Qc,Québec,24
Que/Qc,Québec,"7,017"
Que/Qc,Sherbrooke,21
Que/Qc,Sherbrooke,14
Que/Qc,Sherbrooke,51
Que/Qc,Sherbrooke,6
Que/Qc,Sherbrooke,"1,733"
Que/Qc,Sherbrooke,7
Que/Qc,Sherbrooke,9
Que/Qc,Sherbrooke,5
Que/Qc,Sherbrooke,10
Que/Qc,Sherbrooke,258
Que/Qc,Sherbrooke,80
Que/Qc,Sherbrooke,"2,194"
Que/Qc,Trois-Rivières,639
Que/Qc,Trois-Rivières,4
Que/Qc,Trois-Rivières,--
Que/Qc,Trois-Rivières,16
Que/Qc,Trois-Rivières,154
Que/Qc,Trois-Rivières,3
Que/Qc,Trois-Rivières,816
Que/Qc,Drummondville,--
Que/Qc,Drummondville,7
Que/Qc,Drummondville,12
Que/Qc,Drummondville,4
Que/Qc,Drummondville,11
Que/Qc,Drummondville,787
Que/Qc,Drummondville,22
Que/Qc,Drummondville,12
Que/Qc,Drummondville,1
Que/Qc,Drummondville,1
Que/Qc,Drummondville,3
Que/Qc,Drummondville,860
Que/Qc,Granby,356
Que/Qc,Granby,15
Que/Qc,Granby,610
Que/Qc,Granby,68
Que/Qc,Granby,2
Que/Qc,Granby,"1,051"
Que/Qc,Rimouski,9
Que/Qc,Rimouski,4
Que/Qc,Rimouski,104
Que/Qc,Rimouski,3
Que/Qc,Rimouski,2
Que/Qc,Rimouski,122
Que/Qc,Saint-Hyacinthe,683
Que/Qc,Saint-Hyacinthe,29
Que/Qc,Saint-Hyacinthe,2
Que/Qc,Saint-Hyacinthe,714
Que/Qc,Shawinigan,250
Que/Qc,Shawinigan,20
Que/Qc,Shawinigan,270
Que/Qc,Amos V,47
Que/Qc,Amos V,47
Que/Qc,Gaspé V,63
Que/Qc,Gaspé V,63
Que/Qc,La Tuque V,13
Que/Qc,La Tuque V,13
Que/Qc,Les Îles-de-la-Madeleine MÉ,83
Que/Qc,Les Îles-de-la-Madeleine MÉ,83
Que/Qc,Marieville V,90
Que/Qc,Marieville V,90
Que/Qc,Montmagny V,45
Que/Qc,Montmagny V,45
Que/Qc,Mont-Laurier V,135
Que/Qc,Mont-Laurier V,135
Que/Qc,Prévost V,45
Que/Qc,Prévost V,45
Que/Qc,Rawdon MÉ,202
Que/Qc,Rawdon MÉ,202
Que/Qc,Roberval V,27
Que/Qc,Roberval V,27
Que/Qc,Sainte-Adèle V,332
Que/Qc,Sainte-Adèle V,332
Que/Qc,Sainte-Agathe-des-Monts V,122
Que/Qc,Sainte-Agathe-des-Monts V,122
Que/Qc,Sainte-Sophie MÉ,219
Que/Qc,Sainte-Sophie MÉ,219
Que/Qc,Saint-Félicien V,50
Que/Qc,Saint-Félicien V,50
Que/Qc,Saint-Raymond V,134
Que/Qc,Saint-Raymond V,134
Que/Qc,Saint-Sauveur V,143
Que/Qc,Saint-Sauveur V,143
Que/Qc,Alma,94
Que/Qc,Alma,14
Que/Qc,Alma,108
Que/Qc,Baie-Comeau,1
Que/Qc,Baie-Comeau,--
Que/Qc,Baie-Comeau,--
Que/Qc,Baie-Comeau,--
Que/Qc,Baie-Comeau,--
Que/Qc,Baie-Comeau,1
Que/Qc,Campbellton,2
Que/Qc,Campbellton,2
Que/Qc,Cowansville,459
Que/Qc,Cowansville,459
Que/Qc,Dolbeau-Mistassini,--
Que/Qc,Dolbeau-Mistassini,12
Que/Qc,Dolbeau-Mistassini,1
Que/Qc,Dolbeau-Mistassini,13
Que/Qc,Hawkesbury,4
Que/Qc,Hawkesbury,4
Que/Qc,Joliette,103
Que/Qc,Joliette,92
Que/Qc,Joliette,30
Que/Qc,Joliette,161
Que/Qc,Joliette,386
Que/Qc,Lachute,214
Que/Qc,Lachute,214
Que/Qc,Matane,1
Que/Qc,Matane,2
Que/Qc,Matane,21
Que/Qc,Matane,23
Que/Qc,Matane,47
Que/Qc,Rivière-du-Loup,34
Que/Qc,Rivière-du-Loup,2
Que/Qc,Rivière-du-Loup,3
Que/Qc,Rivière-du-Loup,4
Que/Qc,Rivière-du-Loup,161
Que/Qc,Rivière-du-Loup,11
Que/Qc,Rivière-du-Loup,215
Que/Qc,Rouyn-Noranda,164
Que/Qc,Rouyn-Noranda,164
Que/Qc,Saint-Georges,271
Que/Qc,Saint-Georges,271
Que/Qc,Sainte-Marie,256
Que/Qc,Sainte-Marie,256
Que/Qc,Sept-Îles,30
Que/Qc,Sept-Îles,30
Que/Qc,Sorel-Tracy,8
Que/Qc,Sorel-Tracy,--
Que/Qc,Sorel-Tracy,131
Que/Qc,Sorel-Tracy,11
Que/Qc,Sorel-Tracy,150
Que/Qc,Thetford Mines,1
Que/Qc,Thetford Mines,19
Que/Qc,Thetford Mines,49
Que/Qc,Thetford Mines,2
Que/Qc,Thetford Mines,71
Que/Qc,Val-d'Or,157
Que/Qc,Val-d'Or,157
Que/Qc,Salaberry-de-Valleyfield,408
Que/Qc,Salaberry-de-Valleyfield,408
Que/Qc,Victoriaville,4
Que/Qc,Victoriaville,241
Que/Qc,Victoriaville,245
Que/Qc,Total,"44,679"
Ont./Ont.,Barrie,138
Ont./Ont.,Barrie,203
Ont./Ont.,Barrie,465
Ont./Ont.,Barrie,806
Ont./Ont.,Belleville,19
Ont./Ont.,Belleville,270
Ont./Ont.,Belleville,186
Ont./Ont.,Belleville,49
Ont./Ont.,Belleville,524
Ont./Ont.,Brantford,592
Ont./Ont.,Brantford,506
Ont./Ont.,Brantford,"1,098"
Ont./Ont.,Guelph,40
Ont./Ont.,Guelph,790
Ont./Ont.,Guelph,69
Ont./Ont.,Guelph,899
Ont./Ont.,Hamilton,747
Ont./Ont.,Hamilton,"2,070"
Ont./Ont.,Hamilton,186
Ont./Ont.,Hamilton,"3,003"
Ont./Ont.,Kingston,7
Ont./Ont.,Kingston,348
Ont./Ont.,Kingston,59
Ont./Ont.,Kingston,161
Ont./Ont.,Kingston,575
Ont./Ont.,Kitchener - Cambridge - Waterl,74
Ont./Ont.,Kitchener - Cambridge - Waterl,453
Ont./Ont.,Kitchener - Cambridge - Waterl,"2,689"
Ont./Ont.,Kitchener - Cambridge - Waterl,"1,046"
Ont./Ont.,Kitchener - Cambridge - Waterl,19
Ont./Ont.,Kitchener - Cambridge - Waterl,226
Ont./Ont.,Kitchener - Cambridge - Waterl,"4,507"
Ont./Ont.,London,174
Ont./Ont.,London,345
Ont./Ont.,London,57
Ont./Ont.,London,340
Ont./Ont.,London,125
Ont./Ont.,London,256
Ont./Ont.,London,"2,508"
Ont./Ont.,London,10
Ont./Ont.,London,"3,815"
Ont./Ont.,St. Catharines - Niagara,257
Ont./Ont.,St. Catharines - Niagara,29
Ont./Ont.,St. Catharines - Niagara,28
Ont./Ont.,St. Catharines - Niagara,95
Ont./Ont.,St. Catharines - Niagara,373
Ont./Ont.,St. Catharines - Niagara,400
Ont./Ont.,St. Catharines - Niagara,385
Ont./Ont.,St. Catharines - Niagara,119
Ont./Ont.,St. Catharines - Niagara,241
Ont./Ont.,St. Catharines - Niagara,387
Ont./Ont.,St. Catharines - Niagara,"2,314"
Ont./Ont.,Oshawa,"1,185"
Ont./Ont.,Oshawa,544
Ont./Ont.,Oshawa,760
Ont./Ont.,Oshawa,"2,489"
Ont./Ont.,Ottawa,253
Ont./Ont.,Ottawa,308
Ont./Ont.,Ottawa,"7,938"
Ont./Ont.,Ottawa,136
Ont./Ont.,Ottawa,"8,635"
Ont./Ont.,Peterborough,41
Ont./Ont.,Peterborough,73
Ont./Ont.,Peterborough,323
Ont./Ont.,Peterborough,45
Ont./Ont.,Peterborough,13
Ont./Ont.,Peterborough,495
Ont./Ont.,Greater Sudbury / Grand Sudbur,8
Ont./Ont.,Greater Sudbury / Grand Sudbur,289
Ont./Ont.,Greater Sudbury / Grand Sudbur,297
Ont./Ont.,Thunder Bay,8
Ont./Ont.,Thunder Bay,108
Ont./Ont.,Thunder Bay,18
Ont./Ont.,Thunder Bay,2
Ont./Ont.,Thunder Bay,2
Ont./Ont.,Thunder Bay,4
Ont./Ont.,Thunder Bay,9
Ont./Ont.,Thunder Bay,151
Ont./Ont.,Toronto,515
Ont./Ont.,Toronto,158
Ont./Ont.,Toronto,35
Ont./Ont.,Toronto,"2,542"
Ont./Ont.,Toronto,"1,291"
Ont./Ont.,Toronto,941
Ont./Ont.,Toronto,432
Ont./Ont.,Toronto,278
Ont./Ont.,Toronto,242
Ont./Ont.,Toronto,111
Ont./Ont.,Toronto,367
Ont./Ont.,Toronto,195
Ont./Ont.,Toronto,"20,270"
Ont./Ont.,Toronto,"3,368"
Ont./Ont.,Toronto,"1,598"
Ont./Ont.,Toronto,409
Ont./Ont.,Toronto,8
Ont./Ont.,Toronto,124
Ont./Ont.,Toronto,"1,824"
Ont./Ont.,Toronto,"1,229"
Ont./Ont.,Toronto,163
Ont./Ont.,Toronto,195
Ont./Ont.,Toronto,428
Ont./Ont.,Toronto,"36,723"
Ont./Ont.,Windsor,153
Ont./Ont.,Windsor,187
Ont./Ont.,Windsor,374
Ont./Ont.,Windsor,54
Ont./Ont.,Windsor,301
Ont./Ont.,Windsor,"1,069"
Ont./Ont.,Chatham-Kent,432
Ont./Ont.,Chatham-Kent,432
Ont./Ont.,Cornwall,40
Ont./Ont.,Cornwall,122
Ont./Ont.,Cornwall,162
Ont./Ont.,Kawartha Lakes,219
Ont./Ont.,Kawartha Lakes,219
Ont./Ont.,Norfolk,433
Ont./Ont.,Norfolk,433
Ont./Ont.,North Bay,8
Ont./Ont.,North Bay,12
Ont./Ont.,North Bay,18
Ont./Ont.,North Bay,97
Ont./Ont.,North Bay,--
Ont./Ont.,North Bay,13
Ont./Ont.,North Bay,4
Ont./Ont.,North Bay,2
Ont./Ont.,North Bay,154
Ont./Ont.,Sarnia,77
Ont./Ont.,Sarnia,103
Ont./Ont.,Sarnia,3
Ont./Ont.,Sarnia,91
Ont./Ont.,Sarnia,274
Ont./Ont.,Sault Ste. Marie,2
Ont./Ont.,Sault Ste. Marie,12
Ont./Ont.,Sault Ste. Marie,63
Ont./Ont.,Sault Ste. Marie,2
Ont./Ont.,Sault Ste. Marie,79
Ont./Ont.,Bracebridge T,169
Ont./Ont.,Bracebridge T,169
Ont./Ont.,Brighton MU,107
Ont./Ont.,Brighton MU,107
Ont./Ont.,Brock TP,21
Ont./Ont.,Brock TP,21
Ont./Ont.,Trent Hills MU,98
Ont./Ont.,Trent Hills MU,98
Ont./Ont.,Erin T,33
Ont./Ont.,Erin T,33
Ont./Ont.,Essex T,78
Ont./Ont.,Essex T,78
Ont./Ont.,Haldimand County CY,238
Ont./Ont.,Haldimand County CY,238
Ont./Ont.,Gravenhurst T,82
Ont./Ont.,Gravenhurst T,82
Ont./Ont.,Greater Napanee T,32
Ont./Ont.,Greater Napanee T,32
Ont./Ont.,Huntsville T,175
Ont./Ont.,Huntsville T,175
Ont./Ont.,Kincardine MU,107
Ont./Ont.,Kincardine MU,107
Ont./Ont.,Lambton Shores MU,147
Ont./Ont.,Lambton Shores MU,147
Ont./Ont.,Meaford MU,147
Ont./Ont.,Meaford MU,147
Ont./Ont.,North Perth MU,162
Ont./Ont.,North Perth MU,162
Ont./Ont.,Prince Edward County CY,133
Ont./Ont.,Prince Edward County CY,133
Ont./Ont.,Saugeen Shores T,218
Ont./Ont.,Saugeen Shores T,218
Ont./Ont.,South Huron MU,16
Ont./Ont.,South Huron MU,16
Ont./Ont.,South Dundas MU,14
Ont./Ont.,South Dundas MU,14
Ont./Ont.,Scugog TP,23
Ont./Ont.,Scugog TP,23
Ont./Ont.,The Nation / La Nation M,69
Ont./Ont.,The Nation / La Nation M,69
Ont./Ont.,West Nipissing / Nipissing Oue,70
Ont./Ont.,West Nipissing / Nipissing Oue,70
Ont./Ont.,West Grey MU,117
Ont./Ont.,West Grey MU,117
Ont./Ont.,Arnprior,222
Ont./Ont.,Arnprior,57
Ont./Ont.,Arnprior,279
Ont./Ont.,Brockville,18
Ont./Ont.,Brockville,11
Ont./Ont.,Brockville,21
Ont./Ont.,Brockville,50
Ont./Ont.,Carleton Place,113
Ont./Ont.,Carleton Place,349
Ont./Ont.,Carleton Place,192
Ont./Ont.,Carleton Place,654
Ont./Ont.,Centre Wellington,279
Ont./Ont.,Centre Wellington,279
Ont./Ont.,Cobourg,53
Ont./Ont.,Cobourg,53
Ont./Ont.,Collingwood,352
Ont./Ont.,Collingwood,352
Ont./Ont.,Elliot Lake,4
Ont./Ont.,Elliot Lake,4
Ont./Ont.,Hawkesbury,25
Ont./Ont.,Hawkesbury,25
Ont./Ont.,Ingersoll,99
Ont./Ont.,Ingersoll,99
Ont./Ont.,Kenora,64
Ont./Ont.,Kenora,64
Ont./Ont.,Leamington,61
Ont./Ont.,Leamington,234
Ont./Ont.,Leamington,295
Ont./Ont.,Midland,157
Ont./Ont.,Midland,44
Ont./Ont.,Midland,50
Ont./Ont.,Midland,251
Ont./Ont.,Orillia,168
Ont./Ont.,Orillia,168
Ont./Ont.,Owen Sound,79
Ont./Ont.,Owen Sound,92
Ont./Ont.,Owen Sound,171
Ont./Ont.,Pembroke,36
Ont./Ont.,Pembroke,19
Ont./Ont.,Pembroke,55
Ont./Ont.,Petawawa,48
Ont./Ont.,Petawawa,48
Ont./Ont.,Port Hope,114
Ont./Ont.,Port Hope,114
Ont./Ont.,Stratford,277
Ont./Ont.,Stratford,277
Ont./Ont.,Tillsonburg,432
Ont./Ont.,Tillsonburg,432
Ont./Ont.,Timmins,26
Ont./Ont.,Timmins,26
Ont./Ont.,Wasaga Beach,320
Ont./Ont.,Wasaga Beach,320
Ont./Ont.,Woodstock,689
Ont./Ont.,Woodstock,689
Ont./Ont.,Total,"76,114"
Man./Man.,Winnipeg,69
Man./Man.,Winnipeg,109
Man./Man.,Winnipeg,86
Man./Man.,Winnipeg,5
Man./Man.,Winnipeg,"4,100"
Man./Man.,Winnipeg,79
Man./Man.,Winnipeg,60
Man./Man.,Winnipeg,73
Man./Man.,Winnipeg,209
Man./Man.,Winnipeg,43
Man./Man.,Winnipeg,--
Man./Man.,Winnipeg,--
Man./Man.,Winnipeg,"4,833"
Man./Man.,Brandon,10
Man./Man.,Brandon,6
Man./Man.,Brandon,2
Man./Man.,Brandon,367
Man./Man.,Brandon,--
Man./Man.,Brandon,385
Man./Man.,Hanover RM,151
Man./Man.,Hanover RM,151
Man./Man.,St. Andrews RM,35
Man./Man.,St. Andrews RM,35
Man./Man.,Selkirk CY,78
Man./Man.,Selkirk CY,78
Man./Man.,Portage la Prairie,149
Man./Man.,Portage la Prairie,149
Man./Man.,Steinbach,324
Man./Man.,Steinbach,324
Man./Man.,Thompson,--
Man./Man.,Thompson,--
Man./Man.,Winkler,29
Man./Man.,Winkler,85
Man./Man.,Winkler,56
Man./Man.,Winkler,170
Man./Man.,Total,"6,125"
Sask./Sask.,Regina,2
Sask./Sask.,Regina,--
Sask./Sask.,Regina,--
Sask./Sask.,Regina,2
Sask./Sask.,Regina,7
Sask./Sask.,Regina,740
Sask./Sask.,Regina,--
Sask./Sask.,Regina,49
Sask./Sask.,Regina,13
Sask./Sask.,Regina,36
Sask./Sask.,Regina,2
Sask./Sask.,Regina,--
Sask./Sask.,Regina,12
Sask./Sask.,Regina,--
Sask./Sask.,Regina,2
Sask./Sask.,Regina,3
Sask./Sask.,Regina,--
Sask./Sask.,Regina,3
Sask./Sask.,Regina,871
Sask./Sask.,Saskatoon,--
Sask./Sask.,Saskatoon,8
Sask./Sask.,Saskatoon,10
Sask./Sask.,Saskatoon,2
Sask./Sask.,Saskatoon,64
Sask./Sask.,Saskatoon,"1,906"
Sask./Sask.,Saskatoon,--
Sask./Sask.,Saskatoon,66
Sask./Sask.,Saskatoon,12
Sask./Sask.,Saskatoon,78
Sask./Sask.,Saskatoon,--
Sask./Sask.,Saskatoon,--
Sask./Sask.,Saskatoon,17
Sask./Sask.,Saskatoon,--
Sask./Sask.,Saskatoon,--
Sask./Sask.,Saskatoon,1
Sask./Sask.,Saskatoon,--
Sask./Sask.,Saskatoon,--
Sask./Sask.,Saskatoon,--
Sask./Sask.,Saskatoon,14
Sask./Sask.,Saskatoon,--
Sask./Sask.,Saskatoon,1
Sask./Sask.,Saskatoon,2
Sask./Sask.,Saskatoon,5
Sask./Sask.,Saskatoon,4
Sask./Sask.,Saskatoon,"2,190"
Sask./Sask.,Estevan,--
Sask./Sask.,Estevan,6
Sask./Sask.,Estevan,--
Sask./Sask.,Estevan,6
Sask./Sask.,Lloydminster,4
Sask./Sask.,Lloydminster,1
Sask./Sask.,Lloydminster,--
Sask./Sask.,Lloydminster,2
Sask./Sask.,Lloydminster,7
Sask./Sask.,Moose Jaw,5
Sask./Sask.,Moose Jaw,31
Sask./Sask.,Moose Jaw,36
Sask./Sask.,North Battleford,12
Sask./Sask.,North Battleford,--
Sask./Sask.,North Battleford,4
Sask./Sask.,North Battleford,13
Sask./Sask.,North Battleford,29
Sask./Sask.,Prince Albert,3
Sask./Sask.,Prince Albert,32
Sask./Sask.,Prince Albert,6
Sask./Sask.,Prince Albert,--
Sask./Sask.,Prince Albert,--
Sask./Sask.,Prince Albert,2
Sask./Sask.,Prince Albert,--
Sask./Sask.,Prince Albert,43
Sask./Sask.,Swift Current,3
Sask./Sask.,Swift Current,6
Sask./Sask.,Swift Current,9
Sask./Sask.,Weyburn,--
Sask./Sask.,Weyburn,--
Sask./Sask.,Yorkton,--
Sask./Sask.,Yorkton,1
Sask./Sask.,Yorkton,--
Sask./Sask.,Yorkton,--
Sask./Sask.,Yorkton,1
Sask./Sask.,Total,"3,192"
Alta/Alb.,Calgary,177
Alta/Alb.,Calgary,"9,194"
Alta/Alb.,Calgary,291
Alta/Alb.,Calgary,374
Alta/Alb.,Calgary,690
Alta/Alb.,Calgary,1
Alta/Alb.,Calgary,--
Alta/Alb.,Calgary,47
Alta/Alb.,Calgary,--
Alta/Alb.,Calgary,"10,774"
Alta/Alb.,Edmonton,--
Alta/Alb.,Edmonton,52
Alta/Alb.,Edmonton,161
Alta/Alb.,Edmonton,257
Alta/Alb.,Edmonton,2
Alta/Alb.,Edmonton,8
Alta/Alb.,Edmonton,1
Alta/Alb.,Edmonton,--
Alta/Alb.,Edmonton,--
Alta/Alb.,Edmonton,1
Alta/Alb.,Edmonton,1
Alta/Alb.,Edmonton,99
Alta/Alb.,Edmonton,2
Alta/Alb.,Edmonton,--
Alta/Alb.,Edmonton,--
Alta/Alb.,Edmonton,--
Alta/Alb.,Edmonton,2
Alta/Alb.,Edmonton,1
Alta/Alb.,Edmonton,5
Alta/Alb.,Edmonton,334
Alta/Alb.,Edmonton,230
Alta/Alb.,Edmonton,315
Alta/Alb.,Edmonton,181
Alta/Alb.,Edmonton,69
Alta/Alb.,Edmonton,"9,189"
Alta/Alb.,Edmonton,287
Alta/Alb.,Edmonton,7
Alta/Alb.,Edmonton,8
Alta/Alb.,Edmonton,--
Alta/Alb.,Edmonton,64
Alta/Alb.,Edmonton,1
